TXDate,TXNo,TXQty,TXP1,BuyerCode,BuyerName,ItemCode,ItemName,Product Hierarchy 3,Function,ItemType,Model,Performance,Performance.1,Material,UOM,Brand Code,Unit Cost,Sector,SubSector,Value,Rationale,www,Source
2024-01-29,SI/INV9041718,3,42.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"(4IN1) 255X355MM ALUM SIGNS ""PPE""",Signage & Tags & Flags,Signage & Tags & Flags,,,,,,,,11.0,Industrial Gas,,0.126,,,AN
2024-01-08,SI/INV9040402,4,34.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,[10115730] [MSAUSA] FRAME W DEBRIS CONTROL FOR VGARD SLOTTED CAP LESS VISOR,Site Safety Equipment,Site Safety Equipment,,,,,,,,24.4,Industrial Gas,,0.136,,,AN
2024-01-08,SI/INV9040402,4,13.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,[10115836] [MSAUSA] VISOR VGARD PC CLEAR 19CMX43.2CMX1.02MM,Site Safety Equipment,Site Safety Equipment,,,,,,,,9.4,Industrial Gas,,0.052,,,AN
2024-01-12,SI/INV9040654,15,65.0,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,[10190358] [MSAUSA] VGARD HP HELMET MOUNTED HIGH,Site Safety Equipment,Site Safety Equipment,,,,,,,,51.8,Industrial Gas,,0.975,,,AN
2024-01-08,SI/INV9040402,4,35.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,[475358A] [MSAUSA] STANDARD VGARD SLOTTED CAP WHITE W FASTRAC RATCHET SUSP,Site Safety Equipment,Site Safety Equipment,,,,,,,,25.5,Industrial Gas,,0.14,,,AN
2024-01-08,SI/INV9040402,4,8.4,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,[88128] [MSAUSA] CHINSTRAP ELASTIC W PLASTIC HOOKS & BUCKLE,Site Safety Equipment,Site Safety Equipment,,,,,,,,6.4,Industrial Gas,,0.0336,,,AN
2024-01-12,SI/INV9040654,20,39.0,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,[GA90047] [MSAUSA] CHINSTRAP VGARD UNIVERSAL 4 PTS,Site Safety Equipment,Site Safety Equipment,,,,,,,,31.25,Industrial Gas,,0.78,,,AN
2024-05-08,SI/INV9048374,20,120.0,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,[GVC1A0000000000] [MSAUSA] VGARD 930 CAP VENTED WHITE,Site Safety Equipment,Site Safety Equipment,,,,,,,,98.09,Industrial Gas,,2.4,,,AN
2024-05-20,SI/INV9049390,20,120.0,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,[GVC1A0000000000] [MSAUSA] VGARD 930 CAP VENTED WHITE,Site Safety Equipment,Site Safety Equipment,,,,,,,,98.09,Industrial Gas,,2.4,,,AN
2024-02-16,SI/INV9043113,20,120.0,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,[GVC1A0000000000] [MSAUSA] VGARD 930 CAP VENTED WHITE (MOQ: 20PCS),Site Safety Equipment,Site Safety Equipment,,,,,,,,98.09,Industrial Gas,,2.4,,,AN
2024-04-15,SI/INV9047194,5,74.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,[MSAUSA] VGARD HP HELMET MOUNTED HIGH SNR 36DB,Site Safety Equipment,Site Safety Equipment,,,,,,,,58.32000000000001,Industrial Gas,,0.37,,,AN
2024-06-05,SI/INV9050474,1,18.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,0.25MM6.0MM X 60 DEG (24 BLADES) 4.062 TPI X 55 DEG (28 BLADES) SCREW PITCH GAUGES TOTAL 52,Bolts Nuts & Screws,Bolts Nuts & Screws,,,,,,,,8.4,Industrial Gas,,0.018,,,AN
2024-12-04,SI/INV9064501,1,32.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,0.8MM STAINLESS STEEL WIRE,Slings & Lifting Hooks,Slings & Lifting Hooks,,,,,,,,20.0,Industrial Gas,,0.032,,,AN
2024-10-15,SI/INV9060902,1,195.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,AS03990,0700000490 SAVAGE A40 AUTO LEN 913 BLACK WELDING HELMET,Site Safety Equipment,Site Safety Equipment,,,,,,,ESAB,111.25,Industrial Gas,,0.195,,,AN
2024-12-30,SI/INV9066247,50,9.215,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,1 #300 GASKET SPIRALWOUND W: SS316/F: NONASB. IR &OR: SS316,Seals & Gaskets,Seals & Gaskets,,,,,,,,7.3,Industrial Gas,,0.46075,,,AN
2024-10-23,SI/INV9061363,50,4.5,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,AR00095,1'' DOUBLE SIDED SPONGE TAPE,Adhesives & Sealants,Adhesives & Sealants,,,,,,,,2.1,Industrial Gas,,0.225,,,AN
2024-10-07,SI/INV9060342,300,0.8,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,AR00249,1'' TEFLON TAPE,Adhesives & Sealants,Adhesives & Sealants,,,,,,,,0.5,Industrial Gas,,0.24,,,AN
2024-12-30,SI/INV9066247,100,22.31,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1"" #300 SPIRAL WOUND GASKET MONEL 400 WINDING GRAPHITE FILLER MONEL 400 INNER / SS316L OUTER RING",Seals & Gaskets,Seals & Gaskets,,,,,,,,17.5,Industrial Gas,,2.231,,,AN
2024-04-03,SI/INV9045892,10,0.75,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,AU00223,"1"" ANGLE PAINT BRUSH",Paints & Coatings,Paints & Coatings,,,,,,,NSK,0.35,Industrial Gas,,0.0075,,,AN
2024-05-31,SI/INV9050181,2,1860.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1"" ARO DIAPHRAGM PUMP UAR6661A3 344C",Pumps,Pumps,,,,,,,,1500.0,Industrial Gas,,3.72,,,AN
2024-02-05,SI/INV9042388,1,25.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1"" HIGH TENSILE GALV'D THREADED ROD",Bolts Nuts & Screws,Bolts Nuts & Screws,,,,,,,,15.0,Industrial Gas,,0.025,,,AN
2024-03-07,SI/INV9044957,20,1.4,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,AR00272,"1"" MASKING TAPE",Adhesives & Sealants,Adhesives & Sealants,,,,,,,HIBOND,0.96,Industrial Gas,,0.028,,,AN
2024-03-19,SI/INV9044970,72,1.4,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,AR00272,"1"" MASKING TAPE",Adhesives & Sealants,Adhesives & Sealants,,,,,,,HIBOND,0.9600000000000001,Industrial Gas,,0.1008,,,AN
2024-05-09,SI/INV9048362,20,1.4,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,AR00272,"1"" MASKING TAPE",Adhesives & Sealants,Adhesives & Sealants,,,,,,,HIBOND,0.96,Industrial Gas,,0.028,,,AN
2024-01-17,SI/INV9041010,10,0.5,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,AU00215,"1"" PAINT BRUSH",Paints & Coatings,Paints & Coatings,,,,,,,NSK,0.145,Industrial Gas,,0.005,,,AN
2024-08-12,SI/INV9055666,5,0.5,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,AU00215,"1"" PAINT BRUSH",Paints & Coatings,Paints & Coatings,,,,,,,NSK,0.2,Industrial Gas,,0.0025,,,AN
2024-10-21,SI/INV9061385,2,0.5,A0272,AIR LIQUIDE ADVANCED MATERIALS SINGAPORE PTE LTD,AU00215,"1"" PAINT BRUSH",Paints & Coatings,Paints & Coatings,,,,,,,NSK,0.13613,Engineering,,0.001,,,AN
2024-01-17,SI/INV9040899,5,6.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,AU00215,"1"" PAINT BRUSH (12PCS/BOX)",Paints & Coatings,Paints & Coatings,,,,,,,NSK,1.7399999999999998,Industrial Gas,,0.03,,,AN
2024-02-05,SI/INV9042388,1,38.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1"" PN16 SS316 WELD BLIND RF FLANGE",Tubing & Tube Fittings,Tubing & Tube Fittings,,,,,,,,28.0,Industrial Gas,,0.038,,,AN
2024-02-05,SI/INV9042388,1,60.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1"" PN16 SS316 WELD NECK FLANGE TO MACHING S.W",Tubing & Tube Fittings,Tubing & Tube Fittings,,,,,,,,45.0,Industrial Gas,,0.06,,,AN
2024-07-25,SI/INV9054422,10,13.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1"" SCH40 STAINLESS STEEL 304 EQUAL TEE WELDED",Metal Profiles,Metal Profiles,,,,,,,,10.0,Industrial Gas,,0.13,,,AN
2024-11-27,SI/INV9063846,2,182.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1"" SS 316L SCH 40 SEAMLESS PIPE",Metal Profiles,Metal Profiles,,,,,,,,138.0,Industrial Gas,,0.364,,,AN
2024-11-27,SI/INV9063846,2,265.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1"" SS 316L SCH 80 SEAMLESS PIPE",Metal Profiles,Metal Profiles,,,,,,,,175.0,Industrial Gas,,0.53,,,AN
2024-02-19,SI/INV9043146,1,14.5,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1"" SS304 SCH40 SEAMLESS B/W TEE",Personal Protective Equipment,Personal Protective Equipment,,,,,,,,11.0,Industrial Gas,,0.0145,,,AN
2024-02-05,SI/INV9042388,5,56.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1"" SS316 300# WELD NECK FLANGE",Tubing & Tube Fittings,Tubing & Tube Fittings,,,,,,,,43.0,Industrial Gas,,0.28,,,AN
2024-06-05,SI/INV9050630,4,12.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1"" STAINLESS STEEL 304 WELDED SCH40 TEE",Metal Profiles,Metal Profiles,,,,,,,,8.5,Industrial Gas,,0.048,,,AN
2024-01-30,SI/INV9041895,5,11.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1"" STAINLESS STEEL 90 DEG NPT STREET ELBOW",Metal Profiles,Metal Profiles,,,,,,,,8.5,Industrial Gas,,0.055,,,AN
2024-12-16,SI/INV9065541,6,10.5,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1"" STAINLESS STEEL 90 DEG NPT STREET ELBOW",Metal Profiles,Metal Profiles,,,,,,,,7.0,Industrial Gas,,0.063,,,AN
2024-02-05,SI/INV9042388,10,0.5,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1"" STAINLESS STEEL FLAT WASHER",Metal Profiles,Metal Profiles,,,,,,,,0.2,Industrial Gas,,0.005,,,AN
2024-02-05,SI/INV9042388,10,1.8,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1"" STAINLESS STEEL NUT",Bolts Nuts & Screws,Bolts Nuts & Screws,,,,,,,,0.9,Industrial Gas,,0.018,,,AN
2024-02-05,SI/INV9042388,30,7.2,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1"" WELDED 45DEG ELBOW SCH10 SS316",Bolts Nuts & Screws,Bolts Nuts & Screws,,,,,,,,5.5,Industrial Gas,,0.216,,,AN
2024-02-05,SI/INV9042388,30,7.8,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1"" WELDED 90DEG ELBOW SCH10 SS316",Bolts Nuts & Screws,Bolts Nuts & Screws,,,,,,,,6.0,Industrial Gas,,0.234,,,AN
2024-02-05,SI/INV9042388,30,13.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1"" WELDED TEE SCH10 SS316",Personal Protective Equipment,Personal Protective Equipment,,,,,,,,10.0,Industrial Gas,,0.39,,,AN
2024-06-25,SI/INV9052396,4,14.6,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1"" X 1"" X 1/2"" SS304 SCH40 REDUCING TEE",Tubing & Tube Fittings,Tubing & Tube Fittings,,,,,,,,10.0,Industrial Gas,,0.0584,,,AN
2024-07-25,SI/INV9054422,10,14.5,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1"" X 1/2"" SCH40 STAINLESS STEEL 304L REDUCING TEE WELDED",Metal Profiles,Metal Profiles,,,,,,,,11.0,Industrial Gas,,0.145,,,AN
2024-02-05,SI/INV9042388,10,17.5,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1"" X 1/2"" SS316 SCH10 TEE",Personal Protective Equipment,Personal Protective Equipment,,,,,,,,13.0,Industrial Gas,,0.175,,,AN
2024-11-27,SI/INV9063846,6,41.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1"" X 1/2"" X 3000# 316L S.S. SOCKET WELD REDUCING TEE",Electrical Accessories,Electrical Accessories,,,,,,,,31.0,Industrial Gas,,0.246,,,AN
2024-07-12,SI/INV9053346,10,19.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1"" X 1/2"" X 3000# SS 316 NPT HEX BUSHING",Bearings & Bushings,Bearings & Bushings,,,,,,,,13.0,Industrial Gas,,0.1843,,,AN
2024-11-04,SI/INV9062443,3,24.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1"" X 150# SS304 BLIND FLANGE RF",Tubing & Tube Fittings,Tubing & Tube Fittings,,,,,,,,14.0,Industrial Gas,,0.072,,,AN
2024-09-18,SI/INV9058741,10,4.5,A0272,AIR LIQUIDE ADVANCED MATERIALS SINGAPORE PTE LTD,1000,"1"" X 25MTR YELLOW CLOTH TAPE",Adhesives & Sealants,Adhesives & Sealants,,,,,,,,1.3,Engineering,,0.045,,,AN
2024-11-27,SI/INV9063846,10,27.5,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1"" X 3/4"" X 3000# 316L S.S. NPT REDUCING NIPPLE",Tubing & Tube Fittings,Tubing & Tube Fittings,,,,,,,,21.0,Industrial Gas,,0.275,,,AN
2024-05-30,SI/INV9050021,5,38.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1"" X 300# END BLIND SS316L",To Review,To Review,,,,,,,,28.0,Industrial Gas,,0.1843,,,AN
2024-06-05,SI/INV9050630,4,33.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1"" X 300# STAINLESS STEEL 304 SLIPON FLANGE",Tubing & Tube Fittings,Tubing & Tube Fittings,,,,,,,,24.0,Industrial Gas,,0.132,,,AN
2024-07-25,SI/INV9054422,4,25.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1"" X 300# STAINLESS STEEL 304L SORF FLANGE",Tubing & Tube Fittings,Tubing & Tube Fittings,,,,,,,,18.0,Industrial Gas,,0.1,,,AN
2024-02-19,SI/INV9043146,1,265.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1"" X 6MTR SCH40 SS304 SEAMLESS PIPE",Metal Profiles,Metal Profiles,,,,,,,,210.0,Industrial Gas,,0.265,,,AN
2024-06-05,SI/INV9050630,1,170.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1"" X 6MTR STAINLESS STEEL 304 SCH40 SEAMLESS PIPE",Metal Profiles,Metal Profiles,,,,,,,,125.0,Industrial Gas,,0.17,,,AN
2024-07-25,SI/INV9054422,3,239.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1"" X 6MTR STAINLESS STEEL 304 SCH40 SEAMLESS PIPE",Metal Profiles,Metal Profiles,,,,,,,,191.0,Industrial Gas,,0.717,,,AN
2024-06-05,SI/INV9050630,6,8.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1"" X 90DEG STAINLESS STEEL 304 WELDED SCH40 ELBOW",Metal Profiles,Metal Profiles,,,,,,,,5.5,Industrial Gas,,0.048,,,AN
2024-07-25,SI/INV9054422,10,13.5,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1"" X SCH40 STAINLESS STEEL 304L 90 DEG LR ELBOW WELDED",Metal Profiles,Metal Profiles,,,,,,,,9.0,Industrial Gas,,0.135,,,AN
2024-01-29,SI/INV9041708,15,23.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,1.2MM FLUX CORE WIRE FOR SS308 15KG/SPOOL (SHEFFIELD 308),Electrical Accessories,Electrical Accessories,,,,,,,,15.5,Industrial Gas,,0.345,,,AN
2024-10-18,SI/INV9061367,1,12.0,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,1.510MM L HEX.ALLEN KEY SET STANLEY 69253,Cutting Tool,Cutting Tool,,,,,,,,7.36,Industrial Gas,,0.012,,,AN
2024-12-04,SI/INV9064503,3,18.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,AI00916,1.5LTRS MASTER 1500 SPRAY,Lubricants & Oils,Lubricants & Oils,,,,,,,MAROLX,8.58603,Industrial Gas,,0.054,,,AN
2024-10-23,SI/INV9061369,4,75.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,1.5MM STAINLESS STEEL WIRE ROPE,Slings & Lifting Hooks,Slings & Lifting Hooks,,,,,,,,55.0,Industrial Gas,,0.3,,,AN
2024-10-18,SI/INV9061367,1,12.0,S0665,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1/16""3/8"" L HEX.ALLEN KEY SET STANLEY 69230",Cutting Tool,Cutting Tool,,,,,,,,6.69,Industrial Gas,,0.012,,,AN
2024-12-30,SI/INV9066247,50,4.85,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,1/2 #150 GASKET SPIRALWOUND W: SS316/F: NONASB. IR &OR: SS316,Seals & Gaskets,Seals & Gaskets,,,,,,,,3.7,Industrial Gas,,0.2425,,,AN
2024-12-24,SI/INV9065996,10,12.6,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,1/2'' JIC X JIC X NPT MALE RUN TEE,Personal Protective Equipment,Personal Protective Equipment,,,,,,,,8.4,Industrial Gas,,0.126,,,AN
2024-12-24,SI/INV9065996,10,3.5,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,1/2'' MJIC X 1/2'' MNPT,To Review,To Review,,,,,,,,2.34,Industrial Gas,,0.035,,,AN
2024-12-24,SI/INV9065996,10,2.8,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,1/2'' MNPT X 1/2'' MNPT,To Review,To Review,,,,,,,,1.75,Industrial Gas,,0.028,,,AN
2024-12-24,SI/INV9065996,10,14.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,1/2'' NPT MALE UNION TEE,Tubing & Tube Fittings,Tubing & Tube Fittings,,,,,,,,9.18,Industrial Gas,,0.14,,,AN
2024-07-12,SI/INV9053346,10,49.0,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,1/2'' SS HIGH PRESSURE NPT MALE TO MALE ELBOW,Bolts Nuts & Screws,Bolts Nuts & Screws,,,,,,,,38.0,Industrial Gas,,0.47531,,,AN
2024-09-16,SI/INV9058736,10,7.2,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,1/2'' SS304 SEAMLESS 90 DEG ELBOW SCH40,Bolts Nuts & Screws,Bolts Nuts & Screws,,,,,,,,5.0,Industrial Gas,,0.072,,,AN
2024-12-30,SI/INV9066247,50,6.305,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1/2"" #300 GASKET SPIRALWOUND W: SS316/F: NONASB. IR &OR: SS316",Seals & Gaskets,Seals & Gaskets,,,,,,,,4.85,Industrial Gas,,0.31525,,,AN
2024-12-30,SI/INV9066247,50,15.035,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1/2"" #300 SPIRAL WOUND GASKET MONEL 400 WINDING GRAPHITE FILLER MONEL 400 INNER / SS316L OUTER RING",Seals & Gaskets,Seals & Gaskets,,,,,,,,11.75,Industrial Gas,,0.75175,,,AN
2024-11-11,SI/INV9062706,24,23.5,S0059,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,1000,"1/2"" 1000 WOG SS316 BALL VALVE (FEMALE NPT TRHEAD)",Tubing & Tube Fittings,Tubing & Tube Fittings,,,,,,,,15.0,Industrial Gas,,0.564,,,AN
